ev_name,smart_charging,month,home_to_workplace,workplace_to_home
EV_1,True,1,0,0
EV_1,True,2,0,0
EV_1,True,3,0,0
EV_1,True,4,0,0
EV_1,True,5,0,0
EV_1,True,6,0,0
EV_1,True,7,0,0
EV_1,True,8,0,0
EV_1,True,9,0,0
EV_1,True,10,0,0
EV_1,True,11,0,0
EV_1,True,12,0,0
